FromBIC,ToBIC,TimeTakenInMinutes
CITIUS33XXX,SBININBBFXD,240
SBININBBFXD,CITIUS33XXX,240
CHASUS33XXX,SBININBBFXD,70
SBININBBFXD,CHASUS33XXX,70
UBSWCHZH80A,SBININBBFXD,73
SBININBBFXD,UBSWCHZH80A,73
CCBCCNBJXXX,SBININBBFXD,175
SBININBBFXD,CCBCCNBJXXX,175
RABONL2UXXX,SBININBBFXD,168
SBININBBFXD,RABONL2UXXX,168
RBOSGB2LXXX,SBININBBFXD,100
SBININBBFXD,RBOSGB2LXXX,100
SOGEFRPPXXX,SBININBBFXD,99
SBININBBFXD,SOGEFRPPXXX,99
MIDLGB22XXX,SBININBBFXD,174
SBININBBFXD,MIDLGB22XXX,174
COBADEFFXXX,SBININBBFXD,227
SBININBBFXD,COBADEFFXXX,227
WPACAU2SXXX,SBININBBFXD,193
SBININBBFXD,WPACAU2SXXX,193
INGBNL2AXXX,SBININBBFXD,143
SBININBBFXD,INGBNL2AXXX,143
PCBCCNBJXXX,SBININBBFXD,139
SBININBBFXD,PCBCCNBJXXX,139
BENDAU3BXXX,ANZBAU3MXXX,112
ANZBAU3MXXX,BENDAU3BXXX,112
SGBLAU2SXXX,ANZBAU3MXXX,125
ANZBAU3MXXX,SGBLAU2SXXX,125
RBOSAU2SXXX,ANZBAU3MXXX,124
ANZBAU3MXXX,RBOSAU2SXXX,124
NATAAU3302S,ANZBAU3MXXX,118
ANZBAU3MXXX,NATAAU3302S,118
CUSCAU2SXXX,ANZBAU3MXXX,102
ANZBAU3MXXX,CUSCAU2SXXX,102
HSBCAU2SXXX,ANZBAU3MXXX,50
ANZBAU3MXXX,HSBCAU2SXXX,50
QSNWAU4BXXX,ANZBAU3MXXX,74
ANZBAU3MXXX,QSNWAU4BXXX,74
BKWAAU4SXXX,ANZBAU3MXXX,36
ANZBAU3MXXX,BKWAAU4SXXX,36
WPACAU2SXXX,ANZBAU3MXXX,67
ANZBAU3MXXX,WPACAU2SXXX,67
BNPAFRPPXXX,ANZBAU3MXXX,231
ANZBAU3MXXX,BNPAFRPPXXX,231
KNABNL2HXXX,ANZBAU3MXXX,144
ANZBAU3MXXX,KNABNL2HXXX,144
MHCBJPJTXXX,ANZBAU3MXXX,220
ANZBAU3MXXX,MHCBJPJTXXX,220
ABNANL2AXXX,ANZBAU3MXXX,235
ANZBAU3MXXX,ABNANL2AXXX,235
DEUTDEBBXXX,ANZBAU3MXXX,93
ANZBAU3MXXX,DEUTDEBBXXX,93
MMTOJPJTXXX,ANZBAU3MXXX,142
ANZBAU3MXXX,MMTOJPJTXXX,142
BLKBCH22XXX,ANZBAU3MXXX,201
ANZBAU3MXXX,BLKBCH22XXX,201
CRESCHZZXXX,ANZBAU3MXXX,198
ANZBAU3MXXX,CRESCHZZXXX,198
CRLYFRPPXXX,ANZBAU3MXXX,223
ANZBAU3MXXX,CRLYFRPPXXX,223
AGRIFRPPXXX,ANZBAU3MXXX,106
ANZBAU3MXXX,AGRIFRPPXXX,106
HSBCGB2LXXX,ANZBAU3MXXX,197
ANZBAU3MXXX,HSBCGB2LXXX,197
SBININBBFXD,ANZBAU3MXXX,234
ANZBAU3MXXX,SBININBBFXD,234
BOTKJPJTXXX,ANZBAU3MXXX,120
ANZBAU3MXXX,BOTKJPJTXXX,120
BARCGB22XXX,ANZBAU3MXXX,132
ANZBAU3MXXX,BARCGB22XXX,132
SMBCJPJTXXX,ANZBAU3MXXX,161
ANZBAU3MXXX,SMBCJPJTXXX,161
ICICINBBCTS,ANZBAU3MXXX,160
ANZBAU3MXXX,ICICINBBCTS,160
WFBIUS6SXXX,ANZBAU3MXXX,172
ANZBAU3MXXX,WFBIUS6SXXX,172
ABOCCNBJXXX,ANZBAU3MXXX,94
ANZBAU3MXXX,ABOCCNBJXXX,94
BKCHCNBJXXX,ANZBAU3MXXX,146
ANZBAU3MXXX,BKCHCNBJXXX,146
HYVEDEMMXXX,ANZBAU3MXXX,125
ANZBAU3MXXX,HYVEDEMMXXX,125
HELADEF1RRS,ANZBAU3MXXX,178
ANZBAU3MXXX,HELADEF1RRS,178
BOFAUS3NXXX,ANZBAU3MXXX,225
ANZBAU3MXXX,BOFAUS3NXXX,225
BAFUCH22XXX,ANZBAU3MXXX,98
ANZBAU3MXXX,BAFUCH22XXX,98
UTIBINBBXXX,ANZBAU3MXXX,169
ANZBAU3MXXX,UTIBINBBXXX,169
CITIUS33XXX,ANZBAU3MXXX,216
ANZBAU3MXXX,CITIUS33XXX,216
CHASUS33XXX,ANZBAU3MXXX,79
ANZBAU3MXXX,CHASUS33XXX,79
HDFCINBBXXX,ANZBAU3MXXX,127
ANZBAU3MXXX,HDFCINBBXXX,127
UBSWCHZH80A,ANZBAU3MXXX,96
ANZBAU3MXXX,UBSWCHZH80A,96
CCBCCNBJXXX,ANZBAU3MXXX,177
ANZBAU3MXXX,CCBCCNBJXXX,177
RABONL2UXXX,ANZBAU3MXXX,167
ANZBAU3MXXX,RABONL2UXXX,167
RBOSGB2LXXX,ANZBAU3MXXX,182
ANZBAU3MXXX,RBOSGB2LXXX,182
SOGEFRPPXXX,ANZBAU3MXXX,167
ANZBAU3MXXX,SOGEFRPPXXX,167
MIDLGB22XXX,ANZBAU3MXXX,70
ANZBAU3MXXX,MIDLGB22XXX,70
COBADEFFXXX,ANZBAU3MXXX,161
ANZBAU3MXXX,COBADEFFXXX,161
INGBNL2AXXX,ANZBAU3MXXX,162
ANZBAU3MXXX,INGBNL2AXXX,162
PCBCCNBJXXX,ANZBAU3MXXX,103
ANZBAU3MXXX,PCBCCNBJXXX,103
MHCBJPJTXXX,BOTKJPJTXXX,12
BOTKJPJTXXX,MHCBJPJTXXX,12
MMTOJPJTXXX,BOTKJPJTXXX,51
BOTKJPJTXXX,MMTOJPJTXXX,51
CHASJPJTXXX,BOTKJPJTXXX,11
BOTKJPJTXXX,CHASJPJTXXX,11
ZENJJPJTXXX,BOTKJPJTXXX,121
BOTKJPJTXXX,ZENJJPJTXXX,121
ICBKJPJTXXX,BOTKJPJTXXX,82
BOTKJPJTXXX,ICBKJPJTXXX,82
SMBCJPJTXXX,BOTKJPJTXXX,103
BOTKJPJTXXX,SMBCJPJTXXX,103
NACNJPJTXXX,BOTKJPJTXXX,117
BOTKJPJTXXX,NACNJPJTXXX,117
MSKBJPJTXXX,BOTKJPJTXXX,122
BOTKJPJTXXX,MSKBJPJTXXX,122
SNNFJPJTXXX,BOTKJPJTXXX,30
BOTKJPJTXXX,SNNFJPJTXXX,30
BNPAFRPPXXX,BOTKJPJTXXX,141
BOTKJPJTXXX,BNPAFRPPXXX,141
KNABNL2HXXX,BOTKJPJTXXX,148
BOTKJPJTXXX,KNABNL2HXXX,148
ABNANL2AXXX,BOTKJPJTXXX,203
BOTKJPJTXXX,ABNANL2AXXX,203
DEUTDEBBXXX,BOTKJPJTXXX,175
BOTKJPJTXXX,DEUTDEBBXXX,175
NATAAU3302S,BOTKJPJTXXX,234
BOTKJPJTXXX,NATAAU3302S,234
BLKBCH22XXX,BOTKJPJTXXX,88
BOTKJPJTXXX,BLKBCH22XXX,88
CRESCHZZXXX,BOTKJPJTXXX,113
BOTKJPJTXXX,CRESCHZZXXX,113
CRLYFRPPXXX,BOTKJPJTXXX,219
BOTKJPJTXXX,CRLYFRPPXXX,219
AGRIFRPPXXX,BOTKJPJTXXX,126
BOTKJPJTXXX,AGRIFRPPXXX,126
HSBCGB2LXXX,BOTKJPJTXXX,222
BOTKJPJTXXX,HSBCGB2LXXX,222
SBININBBFXD,BOTKJPJTXXX,195
BOTKJPJTXXX,SBININBBFXD,195
ANZBAU3MXXX,BOTKJPJTXXX,146
BOTKJPJTXXX,ANZBAU3MXXX,146
BARCGB22XXX,BOTKJPJTXXX,109
BOTKJPJTXXX,BARCGB22XXX,109
CUSCAU2SXXX,BOTKJPJTXXX,231
BOTKJPJTXXX,CUSCAU2SXXX,231
ICICINBBCTS,BOTKJPJTXXX,82
BOTKJPJTXXX,ICICINBBCTS,82
WFBIUS6SXXX,BOTKJPJTXXX,216
BOTKJPJTXXX,WFBIUS6SXXX,216
ABOCCNBJXXX,BOTKJPJTXXX,172
BOTKJPJTXXX,ABOCCNBJXXX,172
BKCHCNBJXXX,BOTKJPJTXXX,190
BOTKJPJTXXX,BKCHCNBJXXX,190
HYVEDEMMXXX,BOTKJPJTXXX,227
BOTKJPJTXXX,HYVEDEMMXXX,227
HELADEF1RRS,BOTKJPJTXXX,93
BOTKJPJTXXX,HELADEF1RRS,93
BOFAUS3NXXX,BOTKJPJTXXX,111
BOTKJPJTXXX,BOFAUS3NXXX,111
BAFUCH22XXX,BOTKJPJTXXX,90
BOTKJPJTXXX,BAFUCH22XXX,90
UTIBINBBXXX,BOTKJPJTXXX,96
BOTKJPJTXXX,UTIBINBBXXX,96
CITIUS33XXX,BOTKJPJTXXX,173
BOTKJPJTXXX,CITIUS33XXX,173
CHASUS33XXX,BOTKJPJTXXX,91
BOTKJPJTXXX,CHASUS33XXX,91
HDFCINBBXXX,BOTKJPJTXXX,82
BOTKJPJTXXX,HDFCINBBXXX,82
UBSWCHZH80A,BOTKJPJTXXX,101
BOTKJPJTXXX,UBSWCHZH80A,101
CCBCCNBJXXX,BOTKJPJTXXX,231
BOTKJPJTXXX,CCBCCNBJXXX,231
RABONL2UXXX,BOTKJPJTXXX,62
BOTKJPJTXXX,RABONL2UXXX,62
RBOSGB2LXXX,BOTKJPJTXXX,89
BOTKJPJTXXX,RBOSGB2LXXX,89
SOGEFRPPXXX,BOTKJPJTXXX,81
BOTKJPJTXXX,SOGEFRPPXXX,81
MIDLGB22XXX,BOTKJPJTXXX,143
BOTKJPJTXXX,MIDLGB22XXX,143
COBADEFFXXX,BOTKJPJTXXX,177
BOTKJPJTXXX,COBADEFFXXX,177
WPACAU2SXXX,BOTKJPJTXXX,225
BOTKJPJTXXX,WPACAU2SXXX,225
INGBNL2AXXX,BOTKJPJTXXX,78
BOTKJPJTXXX,INGBNL2AXXX,78
PCBCCNBJXXX,BOTKJPJTXXX,171
BOTKJPJTXXX,PCBCCNBJXXX,171
BNPAGB22XXX,BARCGB22XXX,18
BARCGB22XXX,BNPAGB22XXX,18
SCBLGB2LXXX,BARCGB22XXX,57
BARCGB22XXX,SCBLGB2LXXX,57
HSBCGB2LXXX,BARCGB22XXX,70
BARCGB22XXX,HSBCGB2LXXX,70
AGRNGB2LXXX,BARCGB22XXX,62
BARCGB22XXX,AGRNGB2LXXX,62
LLOYGB2LXXX,BARCGB22XXX,45
BARCGB22XXX,LLOYGB2LXXX,45
NWBKGB2LXXX,BARCGB22XXX,39
BARCGB22XXX,NWBKGB2LXXX,39
RBOSGB2LXXX,BARCGB22XXX,120
BARCGB22XXX,RBOSGB2LXXX,120
MIDLGB22XXX,BARCGB22XXX,78
BARCGB22XXX,MIDLGB22XXX,78
JPMCGB2LXXX,BARCGB22XXX,33
BARCGB22XXX,JPMCGB2LXXX,33
BNPAFRPPXXX,BARCGB22XXX,66
BARCGB22XXX,BNPAFRPPXXX,66
KNABNL2HXXX,BARCGB22XXX,138
BARCGB22XXX,KNABNL2HXXX,138
MHCBJPJTXXX,BARCGB22XXX,207
BARCGB22XXX,MHCBJPJTXXX,207
ABNANL2AXXX,BARCGB22XXX,196
BARCGB22XXX,ABNANL2AXXX,196
DEUTDEBBXXX,BARCGB22XXX,124
BARCGB22XXX,DEUTDEBBXXX,124
MMTOJPJTXXX,BARCGB22XXX,240
BARCGB22XXX,MMTOJPJTXXX,240
NATAAU3302S,BARCGB22XXX,66
BARCGB22XXX,NATAAU3302S,66
BLKBCH22XXX,BARCGB22XXX,154
BARCGB22XXX,BLKBCH22XXX,154
CRESCHZZXXX,BARCGB22XXX,96
BARCGB22XXX,CRESCHZZXXX,96
CRLYFRPPXXX,BARCGB22XXX,179
BARCGB22XXX,CRLYFRPPXXX,179
AGRIFRPPXXX,BARCGB22XXX,186
BARCGB22XXX,AGRIFRPPXXX,186
SBININBBFXD,BARCGB22XXX,119
BARCGB22XXX,SBININBBFXD,119
ANZBAU3MXXX,BARCGB22XXX,220
BARCGB22XXX,ANZBAU3MXXX,220
BOTKJPJTXXX,BARCGB22XXX,177
BARCGB22XXX,BOTKJPJTXXX,177
SMBCJPJTXXX,BARCGB22XXX,121
BARCGB22XXX,SMBCJPJTXXX,121
CUSCAU2SXXX,BARCGB22XXX,69
BARCGB22XXX,CUSCAU2SXXX,69
ICICINBBCTS,BARCGB22XXX,198
BARCGB22XXX,ICICINBBCTS,198
WFBIUS6SXXX,BARCGB22XXX,205
BARCGB22XXX,WFBIUS6SXXX,205
ABOCCNBJXXX,BARCGB22XXX,186
BARCGB22XXX,ABOCCNBJXXX,186
BKCHCNBJXXX,BARCGB22XXX,183
BARCGB22XXX,BKCHCNBJXXX,183
HYVEDEMMXXX,BARCGB22XXX,223
BARCGB22XXX,HYVEDEMMXXX,223
HELADEF1RRS,BARCGB22XXX,116
BARCGB22XXX,HELADEF1RRS,116
BOFAUS3NXXX,BARCGB22XXX,196
BARCGB22XXX,BOFAUS3NXXX,196
BAFUCH22XXX,BARCGB22XXX,113
BARCGB22XXX,BAFUCH22XXX,113
UTIBINBBXXX,BARCGB22XXX,206
BARCGB22XXX,UTIBINBBXXX,206
CITIUS33XXX,BARCGB22XXX,94
BARCGB22XXX,CITIUS33XXX,94
CHASUS33XXX,BARCGB22XXX,166
BARCGB22XXX,CHASUS33XXX,166
HDFCINBBXXX,BARCGB22XXX,69
BARCGB22XXX,HDFCINBBXXX,69
UBSWCHZH80A,BARCGB22XXX,78
BARCGB22XXX,UBSWCHZH80A,78
CCBCCNBJXXX,BARCGB22XXX,88
BARCGB22XXX,CCBCCNBJXXX,88
RABONL2UXXX,BARCGB22XXX,104
BARCGB22XXX,RABONL2UXXX,104
SOGEFRPPXXX,BARCGB22XXX,84
BARCGB22XXX,SOGEFRPPXXX,84
COBADEFFXXX,BARCGB22XXX,166
BARCGB22XXX,COBADEFFXXX,166
WPACAU2SXXX,BARCGB22XXX,70
BARCGB22XXX,WPACAU2SXXX,70
INGBNL2AXXX,BARCGB22XXX,221
BARCGB22XXX,INGBNL2AXXX,221
PCBCCNBJXXX,BARCGB22XXX,231
BARCGB22XXX,PCBCCNBJXXX,231
MHCBJPJTXXX,SMBCJPJTXXX,16
SMBCJPJTXXX,MHCBJPJTXXX,16
MMTOJPJTXXX,SMBCJPJTXXX,121
SMBCJPJTXXX,MMTOJPJTXXX,121
CHASJPJTXXX,SMBCJPJTXXX,66
SMBCJPJTXXX,CHASJPJTXXX,66
ZENJJPJTXXX,SMBCJPJTXXX,41
SMBCJPJTXXX,ZENJJPJTXXX,41
BOTKJPJTXXX,SMBCJPJTXXX,81
SMBCJPJTXXX,BOTKJPJTXXX,81
ICBKJPJTXXX,SMBCJPJTXXX,30
SMBCJPJTXXX,ICBKJPJTXXX,30
NACNJPJTXXX,SMBCJPJTXXX,80
SMBCJPJTXXX,NACNJPJTXXX,80
MSKBJPJTXXX,SMBCJPJTXXX,67
SMBCJPJTXXX,MSKBJPJTXXX,67
SNNFJPJTXXX,SMBCJPJTXXX,108
SMBCJPJTXXX,SNNFJPJTXXX,108
BNPAFRPPXXX,SMBCJPJTXXX,227
SMBCJPJTXXX,BNPAFRPPXXX,227
KNABNL2HXXX,SMBCJPJTXXX,155
SMBCJPJTXXX,KNABNL2HXXX,155
ABNANL2AXXX,SMBCJPJTXXX,165
SMBCJPJTXXX,ABNANL2AXXX,165
DEUTDEBBXXX,SMBCJPJTXXX,192
SMBCJPJTXXX,DEUTDEBBXXX,192
NATAAU3302S,SMBCJPJTXXX,100
SMBCJPJTXXX,NATAAU3302S,100
BLKBCH22XXX,SMBCJPJTXXX,107
SMBCJPJTXXX,BLKBCH22XXX,107
CRESCHZZXXX,SMBCJPJTXXX,174
SMBCJPJTXXX,CRESCHZZXXX,174
CRLYFRPPXXX,SMBCJPJTXXX,157
SMBCJPJTXXX,CRLYFRPPXXX,157
AGRIFRPPXXX,SMBCJPJTXXX,63
SMBCJPJTXXX,AGRIFRPPXXX,63
HSBCGB2LXXX,SMBCJPJTXXX,228
SMBCJPJTXXX,HSBCGB2LXXX,228
SBININBBFXD,SMBCJPJTXXX,122
SMBCJPJTXXX,SBININBBFXD,122
ANZBAU3MXXX,SMBCJPJTXXX,97
SMBCJPJTXXX,ANZBAU3MXXX,97
BARCGB22XXX,SMBCJPJTXXX,154
SMBCJPJTXXX,BARCGB22XXX,154
CUSCAU2SXXX,SMBCJPJTXXX,132
SMBCJPJTXXX,CUSCAU2SXXX,132
ICICINBBCTS,SMBCJPJTXXX,115
SMBCJPJTXXX,ICICINBBCTS,115
WFBIUS6SXXX,SMBCJPJTXXX,183
SMBCJPJTXXX,WFBIUS6SXXX,183
ABOCCNBJXXX,SMBCJPJTXXX,176
SMBCJPJTXXX,ABOCCNBJXXX,176
BKCHCNBJXXX,SMBCJPJTXXX,140
SMBCJPJTXXX,BKCHCNBJXXX,140
HYVEDEMMXXX,SMBCJPJTXXX,108
SMBCJPJTXXX,HYVEDEMMXXX,108
HELADEF1RRS,SMBCJPJTXXX,187
SMBCJPJTXXX,HELADEF1RRS,187
BOFAUS3NXXX,SMBCJPJTXXX,120
SMBCJPJTXXX,BOFAUS3NXXX,120
BAFUCH22XXX,SMBCJPJTXXX,98
SMBCJPJTXXX,BAFUCH22XXX,98
UTIBINBBXXX,SMBCJPJTXXX,197
SMBCJPJTXXX,UTIBINBBXXX,197
CITIUS33XXX,SMBCJPJTXXX,106
SMBCJPJTXXX,CITIUS33XXX,106
CHASUS33XXX,SMBCJPJTXXX,183
SMBCJPJTXXX,CHASUS33XXX,183
HDFCINBBXXX,SMBCJPJTXXX,62
SMBCJPJTXXX,HDFCINBBXXX,62
UBSWCHZH80A,SMBCJPJTXXX,212
SMBCJPJTXXX,UBSWCHZH80A,212
CCBCCNBJXXX,SMBCJPJTXXX,214
SMBCJPJTXXX,CCBCCNBJXXX,214
RABONL2UXXX,SMBCJPJTXXX,168
SMBCJPJTXXX,RABONL2UXXX,168
RBOSGB2LXXX,SMBCJPJTXXX,118
SMBCJPJTXXX,RBOSGB2LXXX,118
SOGEFRPPXXX,SMBCJPJTXXX,180
SMBCJPJTXXX,SOGEFRPPXXX,180
MIDLGB22XXX,SMBCJPJTXXX,155
SMBCJPJTXXX,MIDLGB22XXX,155
COBADEFFXXX,SMBCJPJTXXX,213
SMBCJPJTXXX,COBADEFFXXX,213
WPACAU2SXXX,SMBCJPJTXXX,105
SMBCJPJTXXX,WPACAU2SXXX,105
INGBNL2AXXX,SMBCJPJTXXX,106
SMBCJPJTXXX,INGBNL2AXXX,106
PCBCCNBJXXX,SMBCJPJTXXX,73
SMBCJPJTXXX,PCBCCNBJXXX,73
BENDAU3BXXX,CUSCAU2SXXX,72
CUSCAU2SXXX,BENDAU3BXXX,72
SGBLAU2SXXX,CUSCAU2SXXX,117
CUSCAU2SXXX,SGBLAU2SXXX,117
RBOSAU2SXXX,CUSCAU2SXXX,83
CUSCAU2SXXX,RBOSAU2SXXX,83
NATAAU3302S,CUSCAU2SXXX,74
CUSCAU2SXXX,NATAAU3302S,74
ANZBAU3MXXX,CUSCAU2SXXX,109
CUSCAU2SXXX,ANZBAU3MXXX,109
HSBCAU2SXXX,CUSCAU2SXXX,126
CUSCAU2SXXX,HSBCAU2SXXX,126
QSNWAU4BXXX,CUSCAU2SXXX,99
CUSCAU2SXXX,QSNWAU4BXXX,99
BKWAAU4SXXX,CUSCAU2SXXX,51
CUSCAU2SXXX,BKWAAU4SXXX,51
WPACAU2SXXX,CUSCAU2SXXX,53
CUSCAU2SXXX,WPACAU2SXXX,53
BNPAFRPPXXX,CUSCAU2SXXX,67
CUSCAU2SXXX,BNPAFRPPXXX,67
KNABNL2HXXX,CUSCAU2SXXX,64
CUSCAU2SXXX,KNABNL2HXXX,64
MHCBJPJTXXX,CUSCAU2SXXX,60
CUSCAU2SXXX,MHCBJPJTXXX,60
ABNANL2AXXX,CUSCAU2SXXX,148
CUSCAU2SXXX,ABNANL2AXXX,148
DEUTDEBBXXX,CUSCAU2SXXX,113
CUSCAU2SXXX,DEUTDEBBXXX,113
MMTOJPJTXXX,CUSCAU2SXXX,188
CUSCAU2SXXX,MMTOJPJTXXX,188
BLKBCH22XXX,CUSCAU2SXXX,208
CUSCAU2SXXX,BLKBCH22XXX,208
CRESCHZZXXX,CUSCAU2SXXX,151
CUSCAU2SXXX,CRESCHZZXXX,151
CRLYFRPPXXX,CUSCAU2SXXX,144
CUSCAU2SXXX,CRLYFRPPXXX,144
AGRIFRPPXXX,CUSCAU2SXXX,74
CUSCAU2SXXX,AGRIFRPPXXX,74
HSBCGB2LXXX,CUSCAU2SXXX,94
CUSCAU2SXXX,HSBCGB2LXXX,94
SBININBBFXD,CUSCAU2SXXX,147
CUSCAU2SXXX,SBININBBFXD,147
BOTKJPJTXXX,CUSCAU2SXXX,227
CUSCAU2SXXX,BOTKJPJTXXX,227
BARCGB22XXX,CUSCAU2SXXX,67
CUSCAU2SXXX,BARCGB22XXX,67
SMBCJPJTXXX,CUSCAU2SXXX,75
CUSCAU2SXXX,SMBCJPJTXXX,75
ICICINBBCTS,CUSCAU2SXXX,104
CUSCAU2SXXX,ICICINBBCTS,104
WFBIUS6SXXX,CUSCAU2SXXX,188
CUSCAU2SXXX,WFBIUS6SXXX,188
ABOCCNBJXXX,CUSCAU2SXXX,170
CUSCAU2SXXX,ABOCCNBJXXX,170
BKCHCNBJXXX,CUSCAU2SXXX,76
CUSCAU2SXXX,BKCHCNBJXXX,76
HYVEDEMMXXX,CUSCAU2SXXX,234
CUSCAU2SXXX,HYVEDEMMXXX,234
HELADEF1RRS,CUSCAU2SXXX,217
CUSCAU2SXXX,HELADEF1RRS,217
BOFAUS3NXXX,CUSCAU2SXXX,90
CUSCAU2SXXX,BOFAUS3NXXX,90
BAFUCH22XXX,CUSCAU2SXXX,146
CUSCAU2SXXX,BAFUCH22XXX,146
UTIBINBBXXX,CUSCAU2SXXX,197
CUSCAU2SXXX,UTIBINBBXXX,197
CITIUS33XXX,CUSCAU2SXXX,200
CUSCAU2SXXX,CITIUS33XXX,200
CHASUS33XXX,CUSCAU2SXXX,61
CUSCAU2SXXX,CHASUS33XXX,61
HDFCINBBXXX,CUSCAU2SXXX,164
CUSCAU2SXXX,HDFCINBBXXX,164
UBSWCHZH80A,CUSCAU2SXXX,193
CUSCAU2SXXX,UBSWCHZH80A,193
CCBCCNBJXXX,CUSCAU2SXXX,194
CUSCAU2SXXX,CCBCCNBJXXX,194
RABONL2UXXX,CUSCAU2SXXX,226
CUSCAU2SXXX,RABONL2UXXX,226
RBOSGB2LXXX,CUSCAU2SXXX,77
CUSCAU2SXXX,RBOSGB2LXXX,77
SOGEFRPPXXX,CUSCAU2SXXX,202
CUSCAU2SXXX,SOGEFRPPXXX,202
MIDLGB22XXX,CUSCAU2SXXX,231
CUSCAU2SXXX,MIDLGB22XXX,231
COBADEFFXXX,CUSCAU2SXXX,78
CUSCAU2SXXX,COBADEFFXXX,78
INGBNL2AXXX,CUSCAU2SXXX,109
CUSCAU2SXXX,INGBNL2AXXX,109
PCBCCNBJXXX,CUSCAU2SXXX,103
CUSCAU2SXXX,PCBCCNBJXXX,103
ADDBINBBXXX,ICICINBBCTS,107
ICICINBBCTS,ADDBINBBXXX,107
SBININBBFXD,ICICINBBCTS,21
ICICINBBCTS,SBININBBFXD,21
KKBKINBBXXX,ICICINBBCTS,100
ICICINBBCTS,KKBKINBBXXX,100
INDBINBBBBI,ICICINBBCTS,43
ICICINBBCTS,INDBINBBBBI,43
CORPINBBXXX,ICICINBBCTS,30
ICICINBBCTS,CORPINBBXXX,30
UTIBINBBTCP,ICICINBBCTS,123
ICICINBBCTS,UTIBINBBTCP,123
UTIBINBBXXX,ICICINBBCTS,102
ICICINBBCTS,UTIBINBBXXX,102
HDFCINBBXXX,ICICINBBCTS,21
ICICINBBCTS,HDFCINBBXXX,21
IDIBINBBTSY,ICICINBBCTS,128
ICICINBBCTS,IDIBINBBTSY,128
BNPAFRPPXXX,ICICINBBCTS,212
ICICINBBCTS,BNPAFRPPXXX,212
KNABNL2HXXX,ICICINBBCTS,121
ICICINBBCTS,KNABNL2HXXX,121
MHCBJPJTXXX,ICICINBBCTS,185
ICICINBBCTS,MHCBJPJTXXX,185
ABNANL2AXXX,ICICINBBCTS,142
ICICINBBCTS,ABNANL2AXXX,142
DEUTDEBBXXX,ICICINBBCTS,138
ICICINBBCTS,DEUTDEBBXXX,138
MMTOJPJTXXX,ICICINBBCTS,178
ICICINBBCTS,MMTOJPJTXXX,178
NATAAU3302S,ICICINBBCTS,118
ICICINBBCTS,NATAAU3302S,118
BLKBCH22XXX,ICICINBBCTS,168
ICICINBBCTS,BLKBCH22XXX,168
CRESCHZZXXX,ICICINBBCTS,83
ICICINBBCTS,CRESCHZZXXX,83
CRLYFRPPXXX,ICICINBBCTS,74
ICICINBBCTS,CRLYFRPPXXX,74
AGRIFRPPXXX,ICICINBBCTS,128
ICICINBBCTS,AGRIFRPPXXX,128
HSBCGB2LXXX,ICICINBBCTS,84
ICICINBBCTS,HSBCGB2LXXX,84
ANZBAU3MXXX,ICICINBBCTS,179
ICICINBBCTS,ANZBAU3MXXX,179
BOTKJPJTXXX,ICICINBBCTS,80
ICICINBBCTS,BOTKJPJTXXX,80
BARCGB22XXX,ICICINBBCTS,219
ICICINBBCTS,BARCGB22XXX,219
SMBCJPJTXXX,ICICINBBCTS,165
ICICINBBCTS,SMBCJPJTXXX,165
CUSCAU2SXXX,ICICINBBCTS,98
ICICINBBCTS,CUSCAU2SXXX,98
WFBIUS6SXXX,ICICINBBCTS,180
ICICINBBCTS,WFBIUS6SXXX,180
ABOCCNBJXXX,ICICINBBCTS,155
ICICINBBCTS,ABOCCNBJXXX,155
BKCHCNBJXXX,ICICINBBCTS,116
ICICINBBCTS,BKCHCNBJXXX,116
HYVEDEMMXXX,ICICINBBCTS,230
ICICINBBCTS,HYVEDEMMXXX,230
HELADEF1RRS,ICICINBBCTS,199
ICICINBBCTS,HELADEF1RRS,199
BOFAUS3NXXX,ICICINBBCTS,82
ICICINBBCTS,BOFAUS3NXXX,82
BAFUCH22XXX,ICICINBBCTS,66
ICICINBBCTS,BAFUCH22XXX,66
CITIUS33XXX,ICICINBBCTS,153
ICICINBBCTS,CITIUS33XXX,153
CHASUS33XXX,ICICINBBCTS,132
ICICINBBCTS,CHASUS33XXX,132
UBSWCHZH80A,ICICINBBCTS,98
ICICINBBCTS,UBSWCHZH80A,98
CCBCCNBJXXX,ICICINBBCTS,141
ICICINBBCTS,CCBCCNBJXXX,141
RABONL2UXXX,ICICINBBCTS,88
ICICINBBCTS,RABONL2UXXX,88
RBOSGB2LXXX,ICICINBBCTS,115
ICICINBBCTS,RBOSGB2LXXX,115
SOGEFRPPXXX,ICICINBBCTS,138
ICICINBBCTS,SOGEFRPPXXX,138
MIDLGB22XXX,ICICINBBCTS,60
ICICINBBCTS,MIDLGB22XXX,60
COBADEFFXXX,ICICINBBCTS,177
ICICINBBCTS,COBADEFFXXX,177
WPACAU2SXXX,ICICINBBCTS,82
ICICINBBCTS,WPACAU2SXXX,82
INGBNL2AXXX,ICICINBBCTS,143
ICICINBBCTS,INGBNL2AXXX,143
PCBCCNBJXXX,ICICINBBCTS,75
ICICINBBCTS,PCBCCNBJXXX,75
IRVTUS3NXXX,WFBIUS6SXXX,104
WFBIUS6SXXX,IRVTUS3NXXX,104
NFBKUS33XXX,WFBIUS6SXXX,105
WFBIUS6SXXX,NFBKUS33XXX,105
CIBCUS33XXX,WFBIUS6SXXX,92
WFBIUS6SXXX,CIBCUS33XXX,92
